trial,eps_total_idx,eps_total,method,point_idx,NICV,BSTAB_NICV,epsilon,epsilon_m,T,objective_spec,obj_1,f_1,obj_2,f_2,obj_3,f_3,obj_4,f_4,obj_5,f_5,eps_1,eps_2,eps_3,eps_4,eps_5,eps_6,eps_7,obj_4_x,obj_5_x,obj_4_y,obj_5_y
15,3.0,1.44,KMeans,0,0.3504594391560011,9.91857202767868e-05,1.44,0.4793452844894778,3.0,nicv:min|bstab:min|eps:min,nicv:min,0.3504594391560011,bstab:min,9.91857202767868e-05,eps:min,1.44,,,,,0.48,0.48,0.48,,,,,,,,
15,3.0,1.44,DP-KMeans,0,0.3534721014409317,0.0404492714998488,1.44,0.4793452844894778,3.0,nicv:min|bstab:min|eps:min,nicv:min,0.3534721014409317,bstab:min,0.0404492714998488,eps:min,1.44,,,,,0.48,0.48,0.48,,,,,,,,
15,3.0,1.44,GA-DP,0,0.3644471855824086,0.0384964888384097,1.4400000986510546,0.4793452844894778,3.0,nicv:min|bstab:min|eps:min,nicv:min,0.3644471855824086,bstab:min,0.0384964888384097,eps:min,1.4400000986510546,,,,,0.4796730943453078,0.4793452844894778,0.4809817198162689,,,,,,,,
15,3.0,1.44,NSGA-II,0,0.3554886391642375,0.0120714955454721,1.4380358534684334,0.4793452844894778,3.0,nicv:min|bstab:min|eps:min,nicv:min,0.3554886391642375,bstab:min,0.0120714955454721,eps:min,1.4380358534684334,,,,,0.4793452844894778,0.4793452844894778,0.4793452844894778,,,,,,,,
15,3.0,1.44,NSGA-II,1,0.3554886391642375,0.0120714955454721,1.4380358534684334,0.4793452844894778,3.0,nicv:min|bstab:min|eps:min,nicv:min,0.3554886391642375,bstab:min,0.0120714955454721,eps:min,1.4380358534684334,,,,,0.4793452844894778,0.4793452844894778,0.4793452844894778,,,,,,,,
15,3.0,1.44,NSGA-II,2,0.354919878482452,0.0143510227828377,1.4380358534684334,0.4793452844894778,3.0,nicv:min|bstab:min|eps:min,nicv:min,0.354919878482452,bstab:min,0.0143510227828377,eps:min,1.4380358534684334,,,,,0.4793452844894778,0.4793452844894778,0.4793452844894778,,,,,,,,
15,3.0,1.44,NSGA-II,3,0.3542386331736716,0.0271643766875267,1.4380358534684334,0.4793452844894778,3.0,nicv:min|bstab:min|eps:min,nicv:min,0.3542386331736716,bstab:min,0.0271643766875267,eps:min,1.4380358534684334,,,,,0.4793452844894778,0.4793452844894778,0.4793452844894778,,,,,,,,
15,3.0,1.44,NSGA-II,4,0.354076528989263,0.5534772719434387,1.4380358534684334,0.4793452844894778,3.0,nicv:min|bstab:min|eps:min,nicv:min,0.354076528989263,bstab:min,0.5534772719434387,eps:min,1.4380358534684334,,,,,0.4793452844894778,0.4793452844894778,0.4793452844894778,,,,,,,,
15,3.0,1.44,NSGA-II,5,0.3538687442180828,0.5140296666032653,1.4381586126388315,0.4793452844894778,3.0,nicv:min|bstab:min|eps:min,nicv:min,0.3538687442180828,bstab:min,0.5140296666032653,eps:min,1.4381586126388315,,,,,0.4793452844894778,0.4793452844894778,0.4794680436598761,,,,,,,,
15,3.0,1.44,NSGA-II,6,0.3540264710710034,0.0489009514528841,1.438377277951599,0.4793452844894778,3.0,nicv:min|bstab:min|eps:min,nicv:min,0.3540264710710034,bstab:min,0.0489009514528841,eps:min,1.438377277951599,,,,,0.4793452844894778,0.4793452844894778,0.4796867089726435,,,,,,,,
