trial,eps_total_idx,eps_total,method,point_idx,NICV,BSTAB_NICV,epsilon,epsilon_m,T,objective_spec,obj_1,f_1,obj_2,f_2,obj_3,f_3,obj_4,f_4,obj_5,f_5,eps_1,eps_2,eps_3,eps_4,eps_5,eps_6,eps_7
15,3,1.44,KMeans,0,0.3504594391560011,9.918572027678679e-05,1.44,0.4793452844894778,3,nicv:min|bstab:min|eps:min,nicv:min,0.3504594391560011,bstab:min,9.918572027678679e-05,eps:min,1.44,,,,,0.48,0.48,0.48,,,,
15,3,1.44,DP-KMeans,0,0.3534721014409317,0.04044927149984881,1.44,0.4793452844894778,3,nicv:min|bstab:min|eps:min,nicv:min,0.3534721014409317,bstab:min,0.04044927149984881,eps:min,1.44,,,,,0.48,0.48,0.48,,,,
15,3,1.44,GA-DP,0,0.36444718558240863,0.03849648883840971,1.4400000986510546,0.4793452844894778,3,nicv:min|bstab:min|eps:min,nicv:min,0.36444718558240863,bstab:min,0.03849648883840971,eps:min,1.4400000986510546,,,,,0.47967309434530786,0.4793452844894778,0.4809817198162689,,,,
15,3,1.44,NSGA-II,0,0.35548863916423756,0.01207149554547218,1.4380358534684334,0.4793452844894778,3,nicv:min|bstab:min|eps:min,nicv:min,0.35548863916423756,bstab:min,0.01207149554547218,eps:min,1.4380358534684334,,,,,0.4793452844894778,0.4793452844894778,0.4793452844894778,,,,
15,3,1.44,NSGA-II,1,0.35548863916423756,0.01207149554547218,1.4380358534684334,0.4793452844894778,3,nicv:min|bstab:min|eps:min,nicv:min,0.35548863916423756,bstab:min,0.01207149554547218,eps:min,1.4380358534684334,,,,,0.4793452844894778,0.4793452844894778,0.4793452844894778,,,,
15,3,1.44,NSGA-II,2,0.354919878482452,0.014351022782837725,1.4380358534684334,0.4793452844894778,3,nicv:min|bstab:min|eps:min,nicv:min,0.354919878482452,bstab:min,0.014351022782837725,eps:min,1.4380358534684334,,,,,0.4793452844894778,0.4793452844894778,0.4793452844894778,,,,
15,3,1.44,NSGA-II,3,0.35423863317367166,0.0271643766875267,1.4380358534684334,0.4793452844894778,3,nicv:min|bstab:min|eps:min,nicv:min,0.35423863317367166,bstab:min,0.0271643766875267,eps:min,1.4380358534684334,,,,,0.4793452844894778,0.4793452844894778,0.4793452844894778,,,,
15,3,1.44,NSGA-II,4,0.35407652898926306,0.5534772719434387,1.4380358534684334,0.4793452844894778,3,nicv:min|bstab:min|eps:min,nicv:min,0.35407652898926306,bstab:min,0.5534772719434387,eps:min,1.4380358534684334,,,,,0.4793452844894778,0.4793452844894778,0.4793452844894778,,,,
15,3,1.44,NSGA-II,5,0.35386874421808284,0.5140296666032653,1.4381586126388317,0.4793452844894778,3,nicv:min|bstab:min|eps:min,nicv:min,0.35386874421808284,bstab:min,0.5140296666032653,eps:min,1.4381586126388317,,,,,0.4793452844894778,0.4793452844894778,0.47946804365987616,,,,
15,3,1.44,NSGA-II,6,0.3540264710710034,0.04890095145288419,1.438377277951599,0.4793452844894778,3,nicv:min|bstab:min|eps:min,nicv:min,0.3540264710710034,bstab:min,0.04890095145288419,eps:min,1.438377277951599,,,,,0.4793452844894778,0.4793452844894778,0.47968670897264354,,,,
15,3,1.44,NSGA-II,7,0.35361300531062273,0.052327988360763966,1.4383887862920086,0.4793452844894778,3,nicv:min|bstab:min|eps:min,nicv:min,0.35361300531062273,bstab:min,0.052327988360763966,eps:min,1.4383887862920086,,,,,0.4793452844894778,0.4793452844894778,0.4796982173130532,,,,
15,3,1.44,NSGA-II,8,0.3536121928849753,0.05231616564891701,1.4384501664935128,0.4793452844894778,3,nicv:min|bstab:min|eps:min,nicv:min,0.3536121928849753,bstab:min,0.05231616564891701,eps:min,1.4384501664935128,,,,,0.4793452844894778,0.4793452844894778,0.4797595975145572,,,,
15,3,1.44,NSGA-II,9,0.35341928691393126,0.019743199272833925,1.4385268904680155,0.4793452844894778,3,nicv:min|bstab:min|eps:min,nicv:min,0.35341928691393126,bstab:min,0.019743199272833925,eps:min,1.4385268904680155,,,,,0.4793452844894778,0.4793452844894778,0.47983632148905997,,,,
15,3,1.44,NSGA-II,10,0.35547704004934355,0.012042784326129888,1.4385959432643665,0.4793452844894778,3,nicv:min|bstab:min|eps:min,nicv:min,0.35547704004934355,bstab:min,0.012042784326129888,eps:min,1.4385959432643665,,,,,0.4793452844894778,0.4793452844894778,0.4799053742854109,,,,
15,3,1.44,NSGA-II,11,0.35490710929581987,0.014310460243277208,1.4387417194897267,0.4793452844894778,3,nicv:min|bstab:min|eps:min,nicv:min,0.35490710929581987,bstab:min,0.014310460243277208,eps:min,1.4387417194897267,,,,,0.4793452844894778,0.4793452844894778,0.4800511505107712,,,,
15,3,1.44,NSGA-II,12,0.3541949448221098,0.006782466422163127,1.438864479518592,0.4793452844894778,3,nicv:min|bstab:min|eps:min,nicv:min,0.3541949448221098,bstab:min,0.006782466422163127,eps:min,1.438864479518592,,,,,0.4793452844894778,0.4793452844894778,0.48017391053963665,,,,
