trial,epsilon_m,eps_total_idx,eps_total,T,hv_NSGAII,hv_MOMA,hv_AMOMA,f1_min,f1_max,f2_min,f2_max,f3_min,f3_max
6,0.4793452844894778,6,2.88,6,0.5752129830511071,0.6760908989405386,0.7182573476441075,0.3513624373690777,0.3589621393733124,0.0045165585074887,0.043673447487862,2.8760717069368664,2.880000000000001
6,0.4793452844894778,7,3.36,7,0.746852546809085,0.8910638027402902,0.9229468796597636,0.3512474932670665,0.3648599730976772,0.0045456026763898,0.1008492421491568,3.355416991426344,3.3600000000000003
6,0.4793452844894778,8,3.84,7,0.28648081386969987,0.847123649367321,0.9101961282606752,0.3506560958423709,0.3723916742777665,0.0013356772259086,0.6846509150513279,3.355416991426344,3.84
6,0.4793452844894778,9,4.32,7,0.2701962981624311,0.5760248338384047,0.7170024782992551,0.3505472804364545,0.3615095892382526,0.0009264437888176,0.0327526534156406,3.355416991426344,4.320000000000001
6,0.4793452844894778,10,4.8,7,0.207090761416188,0.5676846464539436,0.9306121909857268,0.3505795010808635,0.367368225281789,0.0007171611177983,0.6877556337777901,3.4066923594407768,4.8
7,0.4793452844894778,3,1.44,3,0.43899849666819435,0.47099416403331823,0.607720712731592,0.3514019614277739,0.3580058681669236,0.0030637497989269,0.0213170062180909,1.4380358534684334,1.44
7,0.4793452844894778,4,1.92,4,0.9742237532309839,0.9769151564995807,0.9112450751949748,0.3513372197291342,0.3611731100530657,0.0022648581464118,0.6691977191098183,1.917381137957911,1.92
7,0.4793452844894778,5,2.4,5,0.7617404248779841,0.7759338956836712,0.871799159064191,0.3514329810076593,0.3599019056252139,0.0044090594741255,0.0551556452247447,2.3967264224473888,2.4000000000000004
7,0.4793452844894778,6,2.88,6,0.8905527372824377,0.9285970551782274,0.9271306385316447,0.3513625516885518,0.3619747328140338,0.004584060903766,0.6515164094648825,2.8760717069368664,2.8800000000000003
7,0.4793452844894778,7,3.36,7,0.5200248950826788,0.9343165372599311,0.9717376548113592,0.3512491972535594,0.3825733855792138,0.0045456087171679,0.1008492421491568,3.355416991426344,3.3600000000000008
7,0.4793452844894778,8,3.84,7,0.306521909497375,0.7649627843361837,0.8897606808069705,0.3507979247581969,0.3577940709285941,0.0013255071998257,0.6815319058763553,3.355416991426344,3.8400000000000007
7,0.4793452844894778,9,4.32,7,0.27282008349275194,0.5879080703553056,0.9392563428086067,0.3506573655778133,0.3764831585587,0.0010147167557058,0.6802665744617534,3.366075644419882,4.32
7,0.4793452844894778,10,4.8,7,0.14700159484861763,0.5364019282249155,0.9007354206934555,0.350515752384632,0.3609801206695369,0.0005595651118173,0.6896849430502576,3.355416991426344,4.8
8,0.4793452844894778,3,1.44,3,0.9897887103081482,0.9916582336587838,0.9922725951534028,0.3513941498207427,1.1393646950508498,0.0030401528054098,0.6520792417762014,1.4380358534684334,1.44
8,0.4793452844894778,4,1.92,4,0.9081530817157839,0.9227814230846403,0.9191176060371072,0.3513372169329877,0.3611731100530657,0.0039698305863447,0.1326934192080492,1.917381137957911,1.9200000000000004
8,0.4793452844894778,5,2.4,5,0.6404080133326094,0.72215551206179,0.9451610701810661,0.3514396892027538,0.3583525051929642,0.0044089132190117,0.0485175870290153,2.3967264224473888,2.4000000000000004
8,0.4793452844894778,6,2.88,6,0.8902069722402639,0.9331576127077407,0.909722732951867,0.3513480578415008,0.3630127011571866,0.0045165584876104,0.6521342285701373,2.8760717069368664,2.8800000000000003
8,0.4793452844894778,7,3.36,7,0.4945981091879365,0.7945379464743888,0.8594007860169796,0.351232895227436,0.3576604025467739,0.0045456087171697,0.1008492421491568,3.355416991426344,3.3600000000000008
8,0.4793452844894778,8,3.84,7,0.24957556963357233,0.7041104678921961,0.8104466523490005,0.3507979238478508,0.3610480433037019,0.0014931698130848,0.0512339700468101,3.355416991426344,3.8400000000000007
8,0.4793452844894778,9,4.32,7,0.17613197676188963,0.6402932371350124,0.8431811513988738,0.3506302938111683,0.361053447003294,0.0011583366020311,0.6860893975653964,3.355416991426344,4.32
8,0.4793452844894778,10,4.8,7,0.20114593603634612,0.523248272706208,0.7987638782423423,0.3505240813419732,0.3570575901774357,0.0006145332752336,0.6850281096402718,3.355416991426344,4.8
9,0.4793452844894778,3,1.44,3,0.6605198987149721,0.6872760002977771,0.9875211143750465,0.3514019614277739,0.3580058681669236,0.0030637497989269,0.5534772719434387,1.4380358534684334,1.4400000000000002
9,0.4793452844894778,4,1.92,4,0.9340637947456588,0.9777065153178142,0.9088907122462861,0.3513372197291359,0.3611731100530657,0.003969845051028,0.614332860524213,1.917381137957911,1.92
9,0.4793452844894778,5,2.4,5,0.6193919258031877,0.7459356603152982,0.8922237734645514,0.3514396582559534,0.3599019056252139,0.0044090594741364,0.0485175870290153,2.3967264224473888,2.4
9,0.4793452844894778,6,2.88,6,0.8561419643743471,0.9674307905535501,0.9787712383767265,0.3513625516865838,0.3792595347492149,0.0035377290325406,0.6515164095486988,2.8760717069368664,2.8800000000000003
9,0.4793452844894778,7,3.36,7,0.40335340677589865,0.7582833998208433,0.8485586959469655,0.3512491972535594,0.3575649769173339,0.0047060119122276,0.1008492421491568,3.355416991426344,3.3600000000000003
9,0.4793452844894778,8,3.84,7,0.32378261889185783,0.7082183636445316,0.8941162564201787,0.3507153346848796,0.3673734014453538,0.001850457439956,0.0843837436961409,3.355416991426344,3.8400000000000007
9,0.4793452844894778,9,4.32,7,0.23267504527027608,0.6659708862745688,0.8575054363402571,0.3506118478762035,0.3657022449160939,0.0010160611130445,0.6671948973991542,3.355416991426344,4.320000000000001
9,0.4793452844894778,10,4.8,7,0.18293300877267588,0.49555199962115337,0.9135140167905551,0.3505270993647149,0.3678166561118,0.0006896926971992,0.6555590793869329,3.3647168767515896,4.8
average,0.4793452844894778,3,1.44,3,0.6629829677111416,0.6939871951448692,0.8929983720603267,0.3514250383069772,0.470445672655439,0.0032062387011743748,0.43305773172572337,1.4380358534684334,1.44
average,0.4793452844894778,4,1.92,4,0.8484196335192096,0.8884506682076913,0.9135270657947243,0.3513514473199276,0.39240799548308564,0.0035817517550408504,0.22465030793428312,1.917381137957911,1.92
average,0.4793452844894778,5,2.4,5,0.7013105220163014,0.8023213596937202,0.8941498408977843,0.351428119532391,0.36165360551827036,0.004446283809950755,0.08117750195089785,2.3967264224473888,2.4
average,0.4793452844894778,6,2.88,6,0.7363280738874398,0.8132828477653812,0.8833375776421581,0.35156830815579465,0.4008410041975482,0.00394289781869691,0.22604890132857255,2.8760717069368664,2.8800000000000003
average,0.4793452844894778,7,3.3600000000000003,7,0.5957151774501941,0.7948384505289934,0.8872242717328067,0.3512463520762827,0.3609255684104673,0.004615342421865015,0.1008492421491574,3.355416991426344,3.3600000000000008
average,0.4793452844894778,8,3.84,7,0.28572626389331035,0.7853870273148962,0.8738050732617598,0.3507665438883484,0.3638453304758153,0.00173750714776243,0.49121896588421005,3.3564876499483836,3.8400000000000007
average,0.4793452844894778,9,4.32,7,0.2040327782530491,0.6354183853872182,0.855080928467326,0.3505980907791668,0.3627296867272844,0.0008969030831563399,0.5708844121279407,3.360562523107549,4.320000000000001
average,0.4793452844894778,10,4.8,7,0.17881795371883016,0.5396040160314935,0.8914883862067589,0.3505620357309709,0.5031852728139803,0.00057624428185224,0.5842963059976995,3.362213217310054,4.8
