trial,eps_total_idx,eps_total,method,point_idx,NICV,BSTAB_NICV,epsilon,epsilon_m,T,objective_spec,obj_1,f_1,obj_2,f_2,obj_3,f_3,obj_4,f_4,obj_5,f_5,eps_1,eps_2,eps_3,eps_4,eps_5,eps_6,eps_7
12,3,12.12,KMeans,0,3.2664501582856778,0.0008421988263845,12.12,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.2664501582856778,bstab:min,0.0008421988263845,eps:min,12.12,,,,,6.06,6.06,,,,,
12,3,12.12,DP-KMeans,0,3.3179421223368366,0.06115095698276941,12.12,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.3179421223368366,bstab:min,0.06115095698276941,eps:min,12.12,,,,,6.06,6.06,,,,,
12,3,12.12,GA-DP,0,3.28331646768726,0.030371277703061347,12.12,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.28331646768726,bstab:min,0.030371277703061347,eps:min,12.12,,,,,5.551242161210914,6.568757838789085,,,,,
12,3,12.12,NSGA-II,0,3.368960744783933,0.022866723092807698,8.084322000454414,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.368960744783933,bstab:min,0.022866723092807698,eps:min,8.084322000454414,,,,,4.042161000227207,4.042161000227207,,,,,
12,3,12.12,NSGA-II,1,3.2994394658763175,0.07505696811731892,8.084322000454414,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.2994394658763175,bstab:min,0.07505696811731892,eps:min,8.084322000454414,,,,,4.042161000227207,4.042161000227207,,,,,
12,3,12.12,NSGA-II,2,3.458989485865293,0.01945251846922839,8.18556806328148,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.458989485865293,bstab:min,0.01945251846922839,eps:min,8.18556806328148,,,,,4.143407063054274,4.042161000227207,,,,,
12,3,12.12,NSGA-II,3,3.287585093984712,0.018968620456843194,8.708402909420428,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.287585093984712,bstab:min,0.018968620456843194,eps:min,8.708402909420428,,,,,4.042161000227207,4.6662419091932215,,,,,
12,3,12.12,NSGA-II,4,3.2671241533055646,0.04557611423228323,12.12,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.2671241533055646,bstab:min,0.04557611423228323,eps:min,12.12,,,,,4.042161000227207,8.077838999772792,,,,,
12,3,12.12,NSGA-II,5,3.2678093034121645,0.0372179593380081,11.350322818159235,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.2678093034121645,bstab:min,0.0372179593380081,eps:min,11.350322818159235,,,,,4.042161000227207,7.308161817932028,,,,,
12,3,12.12,NSGA-II,6,3.268461540021208,0.06785375267788837,10.1084888791539,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.268461540021208,bstab:min,0.06785375267788837,eps:min,10.1084888791539,,,,,4.048488879153899,6.06,,,,,
12,3,12.12,NSGA-II,7,3.2707018619387616,0.052230121418528466,8.481727984567764,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.2707018619387616,bstab:min,0.052230121418528466,eps:min,8.481727984567764,,,,,4.2179039811957555,4.263824003372008,,,,,
12,3,12.12,NSGA-II,8,3.304887298935238,0.02818539242931258,8.096977758307798,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.304887298935238,bstab:min,0.02818539242931258,eps:min,8.096977758307798,,,,,4.05481675808059,4.042161000227207,,,,,
12,3,12.12,NSGA-II,9,3.2846556156432456,0.019094733196707552,10.709418645365805,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.2846556156432456,bstab:min,0.019094733196707552,eps:min,10.709418645365805,,,,,4.2179039811957555,6.49151466417005,,,,,
12,3,12.12,NSGA-II,10,3.26747842524334,0.04568338070719174,10.58064563631847,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.26747842524334,bstab:min,0.04568338070719174,eps:min,10.58064563631847,,,,,4.042161000227207,6.538484636091264,,,,,
12,3,12.12,NSGA-II,11,3.270948720630827,0.06848952727133074,8.096977758307798,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.270948720630827,bstab:min,0.06848952727133074,eps:min,8.096977758307798,,,,,4.05481675808059,4.042161000227207,,,,,
12,3,12.12,NSGA-II,12,3.3048347951857147,0.028342499001856165,8.196329254336135,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.3048347951857147,bstab:min,0.028342499001856165,eps:min,8.196329254336135,,,,,4.098752503322727,4.097576751013407,,,,,
12,3,12.12,NSGA-II,13,3.2856458636023893,0.019057392704158432,9.729978167160208,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.2856458636023893,bstab:min,0.019057392704158432,eps:min,9.729978167160208,,,,,4.05481675808059,5.675161409079617,,,,,
12,3,12.12,NSGA-II,14,3.2707884566086514,0.0366122368210736,8.10963351616118,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.2707884566086514,bstab:min,0.0366122368210736,eps:min,8.10963351616118,,,,,4.067472515933973,4.042161000227207,,,,,
12,3,12.12,NSGA-II,15,3.2874674937362007,0.01897448437968392,8.98933629458362,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.2874674937362007,bstab:min,0.01897448437968392,eps:min,8.98933629458362,,,,,4.275752808678609,4.713583485905011,,,,,
12,3,12.12,NSGA-II,16,3.299871127284061,0.05001473435754718,8.096977758307798,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.299871127284061,bstab:min,0.05001473435754718,eps:min,8.096977758307798,,,,,4.05481675808059,4.042161000227207,,,,,
12,3,12.12,NSGA-II,17,3.2690146880511453,0.03696756925069537,9.357795334093208,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.2690146880511453,bstab:min,0.03696756925069537,eps:min,9.357795334093208,,,,,4.067472515933973,5.290322818159235,,,,,
12,3,12.12,NSGA-II,18,3.3046284374738826,0.02816846911456851,8.396362454937421,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.3046284374738826,bstab:min,0.02816846911456851,eps:min,8.396362454937421,,,,,4.042161000227207,4.354201454710214,,,,,
12,3,12.12,NSGA-II,19,3.2862647241755463,0.019031048623841897,9.332483818386443,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.2862647241755463,bstab:min,0.019031048623841897,eps:min,9.332483818386443,,,,,4.042161000227207,5.290322818159235,,,,,
12,3,12.12,MOMA,0,3.461447566623545,0.025183363533486523,8.084322000454414,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.461447566623545,bstab:min,0.025183363533486523,eps:min,8.084322000454414,,,,,4.042161000227207,4.042161000227207,,,,,
12,3,12.12,MOMA,1,3.46546431092534,0.02251976500873253,8.547394485165038,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.46546431092534,bstab:min,0.02251976500873253,eps:min,8.547394485165038,,,,,4.2649406217083925,4.282453863456645,,,,,
12,3,12.12,MOMA,2,3.2686107080573374,0.06790121036040558,9.888161514145546,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.2686107080573374,bstab:min,0.06790121036040558,eps:min,9.888161514145546,,,,,4.042161000227207,5.846000513918339,,,,,
12,3,12.12,MOMA,3,3.2895153072349785,0.018624638404276195,12.12,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.2895153072349785,bstab:min,0.018624638404276195,eps:min,12.12,,,,,8.077838999772792,4.042161000227207,,,,,
