trial,eps_total_idx,eps_total,method,point_idx,NICV,BSTAB_NICV,epsilon,epsilon_m,T,objective_spec,obj_1,f_1,obj_2,f_2,obj_3,f_3,obj_4,f_4,obj_5,f_5,eps_1,eps_2,eps_3,eps_4,eps_5,eps_6,eps_7
1,3,12.12,KMeans,0,3.2664501582856778,0.0010312578005774852,12.12,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.2664501582856778,bstab:min,0.0010312578005774852,eps:min,12.12,,,,,6.06,6.06,,,,,
1,3,12.12,DP-KMeans,0,3.4112825878863684,0.03483875504347219,12.12,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.4112825878863684,bstab:min,0.03483875504347219,eps:min,12.12,,,,,6.06,6.06,,,,,
1,3,12.12,GA-DP,0,3.2719707781245915,0.03877675583324578,12.119999999999997,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.2719707781245915,bstab:min,0.03877675583324578,eps:min,12.119999999999997,,,,,5.8652676708210105,6.254732329178987,,,,,
1,3,12.12,NSGA-II,0,3.368960744783933,0.022866723092807698,8.084322000454414,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.368960744783933,bstab:min,0.022866723092807698,eps:min,8.084322000454414,,,,,4.042161000227207,4.042161000227207,,,,,
1,3,12.12,NSGA-II,1,3.2707884566086514,0.0366122368210736,8.084322000454414,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.2707884566086514,bstab:min,0.0366122368210736,eps:min,8.084322000454414,,,,,4.042161000227207,4.042161000227207,,,,,
1,3,12.12,NSGA-II,2,3.2707884566086514,0.0366122368210736,8.084322000454414,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.2707884566086514,bstab:min,0.0366122368210736,eps:min,8.084322000454414,,,,,4.042161000227207,4.042161000227207,,,,,
1,3,12.12,NSGA-II,3,3.269136911867443,0.046070737511880254,8.084322000454414,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.269136911867443,bstab:min,0.046070737511880254,eps:min,8.084322000454414,,,,,4.042161000227207,4.042161000227207,,,,,
1,3,12.12,NSGA-II,4,3.368178817656667,0.022846451086398427,8.204271670873078,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.368178817656667,bstab:min,0.022846451086398427,eps:min,8.204271670873078,,,,,4.042161000227207,4.1621106706458715,,,,,
1,3,12.12,NSGA-II,5,3.3660365851285667,0.02279955596402473,8.602233607914627,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.3660365851285667,bstab:min,0.02279955596402473,eps:min,8.602233607914627,,,,,4.042161000227207,4.56007260768742,,,,,
1,3,12.12,NSGA-II,6,3.268206113780642,0.045863751097887866,9.043919363803727,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.268206113780642,bstab:min,0.045863751097887866,eps:min,9.043919363803727,,,,,4.042161000227207,5.0017583635765215,,,,,
1,3,12.12,NSGA-II,7,3.2692468363307543,0.03692111562758673,9.164963723269874,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.2692468363307543,bstab:min,0.03692111562758673,eps:min,9.164963723269874,,,,,4.1036274597455105,5.061336263524365,,,,,
1,3,12.12,NSGA-II,8,3.2684938747985344,0.045659084002750816,9.55316146121999,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.2684938747985344,bstab:min,0.045659084002750816,eps:min,9.55316146121999,,,,,4.917426685458887,4.635734775761103,,,,,
1,3,12.12,NSGA-II,9,3.2682979949316864,0.04561232607789868,9.793060802057319,4.042161000227207,2,nicv:min|bstab:min|eps:min,nicv:min,3.2682979949316864,bstab:min,0.04561232607789868,eps:min,9.793060802057319,,,,,4.917426685458887,4.875634116598431,,,,,
